station id, station name, valid,temp
_1895,LJUBLJANA - BEŽIGRAD,11/08/1992,21.1
_1895,LJUBLJANA - BEŽIGRAD,12/08/1992,21.8
_1895,LJUBLJANA - BEŽIGRAD,13/08/1992,22.3
_1895,LJUBLJANA - BEŽIGRAD,14/08/1992,23.1
_1895,LJUBLJANA - BEŽIGRAD,15/08/1992,18.9
_1895,LJUBLJANA - BEŽIGRAD,16/08/1992,21
_1895,LJUBLJANA - BEŽIGRAD,17/08/1992,23.6
_1895,LJUBLJANA - BEŽIGRAD,18/08/1992,24.8
_1895,LJUBLJANA - BEŽIGRAD,19/08/1992,26.1
_1895,LJUBLJANA - BEŽIGRAD,20/08/1992,26.2
_1895,LJUBLJANA - BEŽIGRAD,21/08/1992,26.8
_1895,LJUBLJANA - BEŽIGRAD,22/08/1992,20.5
_1895,LJUBLJANA - BEŽIGRAD,23/08/1992,21.1
_1895,LJUBLJANA - BEŽIGRAD,24/08/1992,22.8
_1895,LJUBLJANA - BEŽIGRAD,25/08/1992,23.7
_1895,LJUBLJANA - BEŽIGRAD,26/08/1992,24.9
_1895,LJUBLJANA - BEŽIGRAD,27/08/1992,25.4
_1895,LJUBLJANA - BEŽIGRAD,28/08/1992,25.7
_1895,LJUBLJANA - BEŽIGRAD,29/08/1992,24.7
_1895,LJUBLJANA - BEŽIGRAD,30/08/1992,19.4
_1895,LJUBLJANA - BEŽIGRAD,31/08/1992,20.2
_1895,LJUBLJANA - BEŽIGRAD,01/09/1992,16.1
_1895,LJUBLJANA - BEŽIGRAD,02/09/1992,15.1
_1895,LJUBLJANA - BEŽIGRAD,03/09/1992,17.5
_1895,LJUBLJANA - BEŽIGRAD,04/09/1992,10.6
_1895,LJUBLJANA - BEŽIGRAD,05/09/1992,12.4
_1895,LJUBLJANA - BEŽIGRAD,06/09/1992,12.5
_1895,LJUBLJANA - BEŽIGRAD,07/09/1992,13.9
_1895,LJUBLJANA - BEŽIGRAD,08/09/1992,17.5
_1895,LJUBLJANA - BEŽIGRAD,09/09/1992,16.8
_1895,LJUBLJANA - BEŽIGRAD,10/09/1992,17.8
_1895,LJUBLJANA - BEŽIGRAD,11/09/1992,19.8
_1895,LJUBLJANA - BEŽIGRAD,12/09/1992,19.1
_1895,LJUBLJANA - BEŽIGRAD,13/09/1992,18.7
_1895,LJUBLJANA - BEŽIGRAD,14/09/1992,18.9
_1895,LJUBLJANA - BEŽIGRAD,15/09/1992,17.9
_1895,LJUBLJANA - BEŽIGRAD,16/09/1992,18.2
_1895,LJUBLJANA - BEŽIGRAD,17/09/1992,17.8
_1895,LJUBLJANA - BEŽIGRAD,18/09/1992,16.2
_1895,LJUBLJANA - BEŽIGRAD,19/09/1992,14.8
_1895,LJUBLJANA - BEŽIGRAD,20/09/1992,14.5
_1895,LJUBLJANA - BEŽIGRAD,21/09/1992,14.8
_1895,LJUBLJANA - BEŽIGRAD,22/09/1992,17
_1895,LJUBLJANA - BEŽIGRAD,23/09/1992,17.5
_1895,LJUBLJANA - BEŽIGRAD,24/09/1992,15.5
_1895,LJUBLJANA - BEŽIGRAD,25/09/1992,15
_1895,LJUBLJANA - BEŽIGRAD,26/09/1992,15.8
_1895,LJUBLJANA - BEŽIGRAD,27/09/1992,17.8
_1895,LJUBLJANA - BEŽIGRAD,28/09/1992,16.9
_1895,LJUBLJANA - BEŽIGRAD,29/09/1992,16.1
_1895,LJUBLJANA - BEŽIGRAD,30/09/1992,16.1
_1895,LJUBLJANA - BEŽIGRAD,01/10/1992,13.4
_1895,LJUBLJANA - BEŽIGRAD,02/10/1992,13.6
_1895,LJUBLJANA - BEŽIGRAD,03/10/1992,11.1
_1895,LJUBLJANA - BEŽIGRAD,04/10/1992,12.8
_1895,LJUBLJANA - BEŽIGRAD,05/10/1992,14.3
_1895,LJUBLJANA - BEŽIGRAD,06/10/1992,14.6
_1895,LJUBLJANA - BEŽIGRAD,07/10/1992,15.2
_1895,LJUBLJANA - BEŽIGRAD,08/10/1992,13.4
_1895,LJUBLJANA - BEŽIGRAD,09/10/1992,13.3
_1895,LJUBLJANA - BEŽIGRAD,10/10/1992,12.3
_1895,LJUBLJANA - BEŽIGRAD,11/10/1992,10.9
_1895,LJUBLJANA - BEŽIGRAD,12/10/1992,8.9
_1895,LJUBLJANA - BEŽIGRAD,13/10/1992,4.7
_1895,LJUBLJANA - BEŽIGRAD,14/10/1992,3.9
_1895,LJUBLJANA - BEŽIGRAD,15/10/1992,7
_1895,LJUBLJANA - BEŽIGRAD,16/10/1992,9.4
_1895,LJUBLJANA - BEŽIGRAD,17/10/1992,12.4
_1895,LJUBLJANA - BEŽIGRAD,18/10/1992,4.4
_1895,LJUBLJANA - BEŽIGRAD,19/10/1992,3.7
_1895,LJUBLJANA - BEŽIGRAD,20/10/1992,6.5
_1895,LJUBLJANA - BEŽIGRAD,21/10/1992,8.9
_1895,LJUBLJANA - BEŽIGRAD,22/10/1992,6.6
_1895,LJUBLJANA - BEŽIGRAD,23/10/1992,6.9
_1895,LJUBLJANA - BEŽIGRAD,24/10/1992,7.4
_1895,LJUBLJANA - BEŽIGRAD,25/10/1992,9.1
_1895,LJUBLJANA - BEŽIGRAD,26/10/1992,10.7
_1895,LJUBLJANA - BEŽIGRAD,27/10/1992,7.7
_1895,LJUBLJANA - BEŽIGRAD,28/10/1992,11.1
_1895,LJUBLJANA - BEŽIGRAD,29/10/1992,9.5
_1895,LJUBLJANA - BEŽIGRAD,30/10/1992,5.4
_1895,LJUBLJANA - BEŽIGRAD,31/10/1992,7.8
_1895,LJUBLJANA - BEŽIGRAD,01/11/1992,7.4
_1895,LJUBLJANA - BEŽIGRAD,02/11/1992,8.2
_1895,LJUBLJANA - BEŽIGRAD,03/11/1992,11.5
_1895,LJUBLJANA - BEŽIGRAD,04/11/1992,8
_1895,LJUBLJANA - BEŽIGRAD,05/11/1992,8.8
_1895,LJUBLJANA - BEŽIGRAD,06/11/1992,7.2
_1895,LJUBLJANA - BEŽIGRAD,07/11/1992,7.9
_1895,LJUBLJANA - BEŽIGRAD,08/11/1992,8.7
_1895,LJUBLJANA - BEŽIGRAD,09/11/1992,7.1
_1895,LJUBLJANA - BEŽIGRAD,10/11/1992,8
_1895,LJUBLJANA - BEŽIGRAD,11/11/1992,9.4
_1895,LJUBLJANA - BEŽIGRAD,12/11/1992,5.6
_1895,LJUBLJANA - BEŽIGRAD,13/11/1992,3.2
_1895,LJUBLJANA - BEŽIGRAD,14/11/1992,2.3
_1895,LJUBLJANA - BEŽIGRAD,15/11/1992,4.2
_1895,LJUBLJANA - BEŽIGRAD,16/11/1992,11.6
_1895,LJUBLJANA - BEŽIGRAD,17/11/1992,7.8
_1895,LJUBLJANA - BEŽIGRAD,18/11/1992,2.7
_1895,LJUBLJANA - BEŽIGRAD,19/11/1992,1.2
_1895,LJUBLJANA - BEŽIGRAD,20/11/1992,1.1
_1895,LJUBLJANA - BEŽIGRAD,21/11/1992,0.9
_1895,LJUBLJANA - BEŽIGRAD,22/11/1992,6.5
_1895,LJUBLJANA - BEŽIGRAD,23/11/1992,6
_1895,LJUBLJANA - BEŽIGRAD,24/11/1992,3.8
_1895,LJUBLJANA - BEŽIGRAD,25/11/1992,11
_1895,LJUBLJANA - BEŽIGRAD,26/11/1992,10.8
_1895,LJUBLJANA - BEŽIGRAD,27/11/1992,6.3
_1895,LJUBLJANA - BEŽIGRAD,28/11/1992,7.9
_1895,LJUBLJANA - BEŽIGRAD,29/11/1992,6.1
_1895,LJUBLJANA - BEŽIGRAD,30/11/1992,5.3
_1895,LJUBLJANA - BEŽIGRAD,01/12/1992,5.7
_1895,LJUBLJANA - BEŽIGRAD,02/12/1992,8.9
_1895,LJUBLJANA - BEŽIGRAD,03/12/1992,11.4
_1895,LJUBLJANA - BEŽIGRAD,04/12/1992,11.5
_1895,LJUBLJANA - BEŽIGRAD,05/12/1992,10.3
_1895,LJUBLJANA - BEŽIGRAD,06/12/1992,3.5
_1895,LJUBLJANA - BEŽIGRAD,07/12/1992,1.1
_1895,LJUBLJANA - BEŽIGRAD,08/12/1992,2.4
_1895,LJUBLJANA - BEŽIGRAD,09/12/1992,1.2
_1895,LJUBLJANA - BEŽIGRAD,10/12/1992,2.5
_1895,LJUBLJANA - BEŽIGRAD,11/12/1992,2.4
_1895,LJUBLJANA - BEŽIGRAD,12/12/1992,2
_1895,LJUBLJANA - BEŽIGRAD,13/12/1992,-0.4
_1895,LJUBLJANA - BEŽIGRAD,14/12/1992,-0.8
_1895,LJUBLJANA - BEŽIGRAD,15/12/1992,-1.1
_1895,LJUBLJANA - BEŽIGRAD,16/12/1992,-1.4
_1895,LJUBLJANA - BEŽIGRAD,17/12/1992,-0.2
_1895,LJUBLJANA - BEŽIGRAD,18/12/1992,0
_1895,LJUBLJANA - BEŽIGRAD,19/12/1992,-1.1
_1895,LJUBLJANA - BEŽIGRAD,20/12/1992,-2
_1895,LJUBLJANA - BEŽIGRAD,21/12/1992,0.1
_1895,LJUBLJANA - BEŽIGRAD,22/12/1992,1.2
_1895,LJUBLJANA - BEŽIGRAD,23/12/1992,0.8
_1895,LJUBLJANA - BEŽIGRAD,24/12/1992,-3.1
_1895,LJUBLJANA - BEŽIGRAD,25/12/1992,-5.5
_1895,LJUBLJANA - BEŽIGRAD,26/12/1992,-5.5
_1895,LJUBLJANA - BEŽIGRAD,27/12/1992,-6.7
_1895,LJUBLJANA - BEŽIGRAD,28/12/1992,-2.2
_1895,LJUBLJANA - BEŽIGRAD,29/12/1992,-6.4
_1895,LJUBLJANA - BEŽIGRAD,30/12/1992,-6.9
_1895,LJUBLJANA - BEŽIGRAD,31/12/1992,-6.5
_1895,LJUBLJANA - BEŽIGRAD,01/01/1993,-4.9
_1895,LJUBLJANA - BEŽIGRAD,02/01/1993,-7.6
_1895,LJUBLJANA - BEŽIGRAD,03/01/1993,-6.1
_1895,LJUBLJANA - BEŽIGRAD,04/01/1993,-5.2
_1895,LJUBLJANA - BEŽIGRAD,05/01/1993,-6.8
_1895,LJUBLJANA - BEŽIGRAD,06/01/1993,-6.4
_1895,LJUBLJANA - BEŽIGRAD,07/01/1993,-2.8
_1895,LJUBLJANA - BEŽIGRAD,08/01/1993,1
_1895,LJUBLJANA - BEŽIGRAD,09/01/1993,0.7
_1895,LJUBLJANA - BEŽIGRAD,10/01/1993,-1.4
_1895,LJUBLJANA - BEŽIGRAD,11/01/1993,6.1
